"id","nome","ano_lancamento","dev_publisher","plataforma","genero","engine_tech","status_codigo","metodo_modificacao","dificuldade","esforco_horas","viabilidade_claude","raciocinio_dificuldade","dilemas_compativeis","aderencia_psyfun","exemplo_concreto","popularidade","idade_publico","requisitos_tecnicos","custo_licencas","risco_tos","links","imagens","observacoes","fonte_agente"
"otree-core","oTree (core framework)","2016","Chris Wickens / oTree Community","web|windows|mac|linux","experiment-framework","Python/Django","open-source","code-fork","2","XS","5","Python/Django bem documentado, templates Jinja-like, arquitetura pages/players/groups simples. Claude escreve apps em minutos.","PD|PG|SH|UG|DG|SD|TG|CG|CPG|BG","5","oTree já TEM apps oficiais de Public Goods, Prisoner's Dilemma, Dictator, Ultimatum, Trust prontas em otree_library — basta adaptar UI para visuals não-numéricos.","1.3k stars GitHub, paper 3k+ citations (Chen, Schonger, Wickens 2016)","all-ages","Python 3.10+, Django, Redis opcional","grátis MIT","1","https://www.otree.org | https://github.com/oTree-org/otree | https://otree.readthedocs.io","","Gold mine: framework canônico em economia experimental. Deploy via Heroku/oTree Hub. Live pages suportam real-time multiplayer via WebSockets.","research-serious"
"otree-common-pool","oTree Common-Pool Resource Game","2017","oTree Community","web","experiment-task","Python/Django","open-source","code-fork","2","S","5","Extração de recurso comum com regeneração condicional. App existe em bibliotecas de extensão.","CG","5","Lago com peixes (animados); cada jogador escolhe quantos pescar; lago repõe % do restante. Over-extraction colapsa o recurso.","implementações em múltiplos papers (Ostrom-tradition)","all-ages","Python, oTree","grátis","1","https://github.com/oTree-org/otree_library","","Pode virar base de experimento dinâmico com sustentabilidade visual.","research-serious"
"otree-snowdrift","oTree Snowdrift / Chicken","2018","oTree Community","web","experiment-task","Python/Django","open-source","code-fork","2","S","5","Matrix game simples, variação de PD. Implementações em repos acadêmicos.","SD","5","Dois motoristas presos na neve; cada um decide pegar a pá ou esperar. Se só um cavar, ambos passam mas o que cava paga custo.","menos comum que PG/PD mas presente","10+","Python, oTree","grátis","1","https://github.com/oTree-org","","Fork do PD com payoff matrix ajustada.","research-serious"
"otree-public-goods-punishment","oTree PGG with Punishment (Fehr-Gachter)","2017","oTree Community","web","experiment-task","Python/Django","open-source","code-fork","2","S","5","Two-stage PGG: contribuição + custly punishment. Replica Fehr & Gachter 2000.","PG|CG","5","Após rodada de contribuição, jogador pode 'gastar energia' pra 'atingir' freeriders (visual de raio).","replica paper clássico cit. 5000+","13+","Python, oTree","grátis","1","https://github.com/oTree-org/otree_library","","Também existe variant com reward (Rand et al. 2009).","research-serious"
"otree-volunteer-dilemma","oTree Volunteer's Dilemma","2018","oTree Community","web","experiment-task","Python/Django","open-source","code-fork","2","S","5","N-player: pelo menos um precisa voluntariar (pagar custo) pra todos lucrarem.","SD|PG","5","5 jogadores, botão 'voluntariar' (paga custo, todos ganham grande) vs 'esperar'. Se ninguém voluntariar, todos zero.","comum em social psych experiments","10+","Python, oTree","grátis","1","https://github.com/oTree-org","","Diebold & Coleman / Darley & Latané tradition.","research-serious"
"star-mines","Star Mines","2023","PsyFun Group / UFPE","web","experimental-serious","Phaser/HTML5","source-available","code-fork","2","XS","5","Projeto do próprio grupo. Código acessível.","PD|PG","5","Já é o template mental PsyFun: minerar em pool próprio vs comum.","uso interno","all-ages","HTML5, JS","grátis","1","","","Referência interna. Outros agentes devem usar como medida.","research-serious"
"rand-cooperation-app","Rand Lab Cooperation Tasks (GitHub)","2019","David Rand Lab / MIT Sloan","web","experiment-task","jsPsych/Empirica","open-source","code-fork","2","XS","5","Tasks publicadas em GitHub do lab. Open-source.","PD|PG|DG","5","Tasks já prontas para intuitive-cooperation paradigm. Fork direto.","high: múltiplos Nature/Science","18+","JS","grátis","1","https://github.com/RandLabMIT","","Busca no GitHub do lab individual; ótimos baselines.","research-serious"
"trust-with-punishment","Trust Game with Punishment","2007","oTree Community / Fehr","web","experiment-task","oTree","open-source","code-fork","2","XS","5","Extensão do TG.","TG","5","Após trustee devolver, trustor pode punir.","sample community","13+","oTree","grátis","1","https://github.com/oTree-org","","Útil para estudar altruistic punishment.","research-serious"
"stranger-game","Stranger Game (Rand 2013 SPD)","2013","Rand / Yale","web","experiment-task","jsPsych/HTML5","source-available","code-fork","2","XS","5","Stanford-PD variant, code online.","PD","5","One-shot PD com framing neutro.","Rand et al 2012","18+","JS","grátis","2","","","OSF repositories disponíveis.","research-serious"
"matrix-game-toolbox","Matrix Game Toolbox (oTree)","2019","oTree Community","web","experiment-framework","oTree","open-source","code-fork","2","XS","5","App generalizado: user declara matriz 2x2 e app gera task.","PD|SH|SD|CPG","5","Mudar payoff matrix por treatment; UI uniforme.","projects Forums oTree","13+","oTree","grátis","1","https://www.otreehub.com","","oTree Hub tem dezenas de apps gratuitos.","research-serious"
"otree-hub","oTree Hub / Marketplace","2019","chrisgroup","web","marketplace","oTree","open-source","code-fork","2","XS","5","Catálogo de apps oTree comunitários.","PD|PG|SH|UG|DG|TG|CG|CPG|BG","5","Browse de apps pre-built: fork any e modificar UI.","official","all-ages","oTree","grátis","1","https://www.otreehub.com","","Atalho — não reinventar tasks já prontas.","research-serious"
"otree-marketplace","oTree chapitre Giamattei (marketplace apps)","2020","Giamattei et al.","web","experiment-task","oTree","open-source","code-fork","2","XS","5","Supplement de papers com apps oTree completos.","PD|PG|UG|TG|BG","5","Baixar Giamattei et al. 2020 supplement — dezenas de apps.","paper JEEA 2020","13+","oTree","grátis","1","https://academic.oup.com/jeea/article/18/6/3098/5824819","","Pilha de código pronto para forkar.","research-serious"
"trust-jurassic","Trust Game for Children (Sutter-Kocher)","2007","Sutter & Kocher","windows|web","experiment-task","custom","source-available","code-fork","2","XS","5","Versão infantil do trust game; código sob pedido.","TG","5","Ícones de doces; investe/devolve.","paper GEB 2007","7+","oTree","grátis research","1","","","Design child-friendly — benchmark para PsyFun infantil.","research-serious"
"otree-timeline","oTree Timeline (new versions)","2022","Wickens","web","experiment-framework","Python/oTree 5+","open-source","code-fork","2","XS","5","oTree 5+ simplificou escrita, pages YAML-ish.","PD|PG|SH|UG|DG|SD|TG|CG|CPG|BG","5","Escrever experimento inteiro em um arquivo Python.","upgrade do framework","all-ages","Python","grátis","1","https://otree.readthedocs.io","","Versão atual recomendada.","research-serious"
"otree-pegg","oTree Punitive / Rewarding PGG","2019","various authors","web","experiment-task","oTree","open-source","code-fork","2","XS","5","Forks de PGG com extensões específicas.","PG","5","PGG + reward + punishment combinados.","múltiplos papers","13+","oTree","grátis","1","https://github.com/oTree-org","","Combinações ricas.","research-serious"
"minetest-lua-mods","Minetest (Lua mods)","2010","Minetest team (FOSS)","windows|mac|linux|android","voxel-sandbox-foss","C++ + Lua 5.1","open-source","scripting-in-game","2","S","5","Engine FOSS 100%, Lua API ótima, servers livres. Claude escreve mod completo em horas.","PG|CG|CPG|SH|PD","5","Mod 'commons_chest': cada jogador deposita recursos; mod distribui cotas; jogador pode sacar além da cota (trair). Tragedy of Commons direta.","FOSS 10k+ GitHub stars","all-ages","Lua 5.1","gratuito","1","https://www.minetest.net/ | https://github.com/minetest/minetest","","Alternativa FOSS definitiva ao Minecraft; overlap possível com open-source","reverse-gray"
"bukkit-paper","CraftBukkit / Paper (Minecraft plugin)","2011","PaperMC (FOSS)","windows|mac|linux","mc-plugin-server","Java server + Bukkit API","open-source","mod-loader-oficial","2","S","5","Bukkit/Paper API Java extensa. Milhares de plugins referência. Claude escreve plugin coop/trair em horas.","PG|CG|SH|PD","5","Plugin: cada jogador tem mining pool compartilhado; ação de shift+click deposita (coop), click normal retira (trair). Logging via bukkit events.","PaperMC 6k GitHub stars; dezenas de milhares de servers","7+","Java","MC R$135","3","https://papermc.io/ | https://github.com/PaperMC/Paper","","Bukkit teve DMCA 2014 mas Paper continuou; Mojang tolera","reverse-gray"
"resistance-online","The Resistance (FOSS ports)","2015","community","web","social-deduction","Node.js/React","open-source","code-fork","2","S","5","FOSS clones do Resistance em GitHub. Mecânica = Avalon sem papéis especiais.","PD|TG","5","Fork clone, rodar com recrutados; log todas as missões. Dataset PD iterado de 5-10 jogadores","Resistance BGG top 100","13+","Node.js","free (gray)","3","https://github.com/jonhue/resistance","","IP Indie Boards — gray mas pesquisa OK","tabletop-digital"
"catan-seafarers-tts","Catan (TTS mod)","2015","TTS community","windows|mac|linux","tabletop-sandbox","Unity (TTS)","modding-community","scripting-in-game","2","S","5","Workshop tem dezenas de mods de Catan pra TTS. Lua scripting pra regras custom.","BG|TG","5","Catan TTS com Lua logging: tracker de trade ratios, robber targets, longest road negotiation. BG real","Workshop 10k+ subs","10+","TTS Lua","TTS R$60","2","https://steamcommunity.com/workshop/filedetails/?id=207105935","","TOP: Catan em TTS evita IP digital + é moddável","tabletop-digital"
"garrys-mod-ttt","Trouble in Terrorist Town (GMod gamemode)","2009","Bad King Urgrain","windows|mac|linux","social-deduction","Source / Lua","open-source","scripting-in-game","3","S","5","Código Lua open-source. Modificável com comentários.","PD|SH|TG","5","Fork TTT: adicionar rodadas explícitas coop/trair com UI própria antes do round.","gamemode top-3 GMod há 15 anos","13+","GMod, Lua","US$10","1","https://github.com/Facepunch/garrysmod/tree/master/garrysmod/gamemodes/terrortown","","Forte candidato. Social deduction original acadêmico.","creative-platforms"
"kinder-roblox","Roblox Prisoner's Dilemma experiments","2020","academic labs (various)","windows|mac|android|ios|xbox","experiment","Roblox (Luau)","creative-platform","creative-mode-in-game","1","S","4","Roblox Studio + Luau — papers já publicados usando Roblox pra PD (Khoo et al.).","PD|PG|UG|DG|BG","5","Construir jogo PsyFun do zero em Roblox — visual polish free, público já lá. Referência: papers de Cornell/MIT rodando PD em Roblox 2022-2023.","Roblox 70M+ DAU (público-alvo juvenil, contexto pesquisa específico)","7+","Roblox Studio, Luau","grátis","1","https://create.roblox.com","","GOLD pra público jovem. Não é 'mod' mas é plataforma onde outros já fizeram PD.","party-multiplayer"
"nodegame","nodeGame","2014","Stefano Balietti","web","experiment-framework","Node.js","open-source","code-fork","3","S","5","Framework FOSS Node.js especifico pra experimentos de behavioral economics online em real-time.","PD|PG|UG|DG|TG|BG|SH","5","Alternativa a oTree com real-time support. Templates PD/UG prontos","~50 papers publicados","18+","Node.js","free (MIT)","1","https://nodegame.org | https://github.com/nodeGame/nodegame","","Alternativa a oTree; real-time é vantagem","research-serious|tabletop-digital"
"diplicity","Diplicity","2016","Zond (FOSS Diplomacy)","web|android","negotiation","Go backend","open-source","code-fork","3","M","5","Diplicity é FOSS (Apache 2.0), Go backend + JS frontend. Hospedagem Google Cloud, mas source público.","PD|BG|TG|SH","5","Fork do Diplicity, adicionar logging completo de mensagens de negociação e ordens. Rodar N partidas com sujeitos recrutados. Dataset de cooperação/traição em 7-jogadores","Diplicity ~5k users; Diplomacy game é classic","13+","Go, JS, React, GCP","free / GCP hosting custo","1","https://diplicity.com | https://github.com/zond/diplicity","","TOP TOP: FOSS + Diplomacy = negociação ideal PsyFun","tabletop-digital"
"webdiplomacy","webDiplomacy","2004","webDip community","web","negotiation","PHP","open-source","code-fork","3","M","5","webDip é FOSS (AGPL), PHP + MySQL. Codebase maduro 20 anos, facilmente forkável.","PD|BG|TG|SH","5","Fork do webDiplomacy, adicionar módulo de questionário pós-partida + logging de mensagens. Deploy próprio em VPS","50k+ registered, 10k active","13+","PHP, MySQL, Apache/nginx","free (AGPL)","1","https://webdiplomacy.net | https://github.com/kestasjk/webDiplomacy","","Codebase mais maduro e completo dos Dip online. Alternativa ao Diplicity","tabletop-digital"
"econowars","Econ Games / EconS (educational)","2015","academic ports","web","economics-educational","JS","open-source","code-fork","3","S","5","Implementações acadêmicas de jogos econômicos (oTree, Veconlab).","PD|PG|UG|DG|TG|BG","5","oTree (Django/Python) é framework open-source para exp behaviorais online — PD/UG/TG prontos! Perfeito pra PsyFun","oTree usado em 200+ papers acadêmicos","18+","Python, Django","free (MIT)","1","https://www.otree.org | https://github.com/oTree-org/otree","","TOP CRITICAL: oTree é o framework oficial de experimentos sociais online. USO OBRIGATÓRIO","tabletop-digital"
"empirica","Empirica","2019","Empirica team (Abdullah Almaatouq et al.)","web","experiment-framework","Meteor / React","open-source","code-fork","3","M","5","FOSS, Meteor/React, especificamente pra real-time multi-player experiments. Ótimo pra PG/SH dinâmicos.","PD|PG|SH|UG|DG|BG","5","Empirica deploy em Heroku, recrutar via MTurk/Prolific, rodar PG com 4 jogadores em tempo real","~30 papers","18+","Meteor, React, Node","free (LGPL)","1","https://empirica.ly | https://github.com/empiricaly/empirica","","Framework moderno pra multi-party real-time","tabletop-digital"
"openttd","OpenTTD","2004","OpenTTD Team (Chris Sawyer original)","windows|mac|linux|android","simulation-economic","C++ custom","open-source","mod-loader-oficial","2","S","4","GPLv2, NewGRF mod system maduro, Squirrel scripting pra AI/GS (Game Scripts), multiplayer nativo com lobby público; econômia perfeita pra dilemas","PD|PG|CG|BG|TG","5","Game Script em Squirrel que permite 2 empresas compartilharem estação (cooperar, ambos recebem) ou uma destruir a rota do outro (trair); CG natural no uso de estradas compartilhadas","GitHub 6k+ stars, 50+ servers públicos ativos, 20 anos de vida","all-ages","Squirrel scripting, NML pra NewGRF, C++ se precisar core","grátis (OpenGFX substitui assets originais)","1","https://www.openttd.org | https://github.com/OpenTTD/OpenTTD | https://wiki.openttd.org/en/Development/Game%20Script","","EXCELENTE candidato: multiplayer nativo + scripting acessível + econômia real","classic-reimpl|tabletop-digital"
